location_id,location,location_name,year,age_group_id,age_group,age_start,age_end,sex_id,sex,unit,metric,measure,mean,lower,upper
45,BGR,Bulgaria,2007,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.099,0.064,0.141
45,BGR,Bulgaria,2007,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.19,0.13,0.265
45,BGR,Bulgaria,2007,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.086,0.054,0.126
45,BGR,Bulgaria,2007,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.231,0.18,0.29
45,BGR,Bulgaria,2007,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.093,0.067,0.12
45,BGR,Bulgaria,2008,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.272,0.194,0.356
45,BGR,Bulgaria,2008,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.099,0.065,0.142
45,BGR,Bulgaria,2008,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.087,0.054,0.128
45,BGR,Bulgaria,2008,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.193,0.132,0.27
45,BGR,Bulgaria,2008,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.234,0.183,0.292
45,BGR,Bulgaria,2008,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.093,0.068,0.122
45,BGR,Bulgaria,2009,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.274,0.196,0.362
45,BGR,Bulgaria,2009,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.099,0.065,0.142
45,BGR,Bulgaria,2009,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.194,0.129,0.267
45,BGR,Bulgaria,2009,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.087,0.054,0.13
45,BGR,Bulgaria,2009,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.235,0.186,0.292
45,BGR,Bulgaria,2009,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.093,0.069,0.124
45,BGR,Bulgaria,2010,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.099,0.066,0.144
45,BGR,Bulgaria,2010,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.276,0.199,0.361
45,BGR,Bulgaria,2010,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.088,0.055,0.133
45,BGR,Bulgaria,2010,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.195,0.13,0.268
45,BGR,Bulgaria,2010,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.187,0.295
45,BGR,Bulgaria,2010,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.094,0.069,0.123
45,BGR,Bulgaria,2011,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.099,0.065,0.143
45,BGR,Bulgaria,2011,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.278,0.204,0.365
45,BGR,Bulgaria,2011,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.088,0.055,0.132
45,BGR,Bulgaria,2011,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.196,0.132,0.273
45,BGR,Bulgaria,2011,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.239,0.19,0.297
45,BGR,Bulgaria,2011,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.094,0.069,0.124
45,BGR,Bulgaria,2012,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.28,0.208,0.363
45,BGR,Bulgaria,2012,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.099,0.066,0.144
45,BGR,Bulgaria,2012,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.198,0.134,0.272
45,BGR,Bulgaria,2012,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.088,0.056,0.134
45,BGR,Bulgaria,2012,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.24,0.19,0.3
45,BGR,Bulgaria,2012,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.094,0.069,0.125
45,BGR,Bulgaria,2013,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.1,0.066,0.145
45,BGR,Bulgaria,2013,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.282,0.209,0.366
45,BGR,Bulgaria,2013,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.089,0.056,0.134
45,BGR,Bulgaria,2013,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.199,0.134,0.272
45,BGR,Bulgaria,2013,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.094,0.07,0.126
45,BGR,Bulgaria,2013,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.242,0.193,0.301
140,BHR,Bahrain,1990,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.13,0.087,0.194
140,BHR,Bahrain,1990,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.316,0.233,0.411
140,BHR,Bahrain,1990,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.35,0.259,0.449
140,BHR,Bahrain,1990,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.181,0.119,0.256
140,BHR,Bahrain,1990,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.332,0.272,0.395
140,BHR,Bahrain,1990,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.154,0.115,0.202
140,BHR,Bahrain,1991,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.323,0.239,0.416
140,BHR,Bahrain,1991,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.133,0.09,0.198
140,BHR,Bahrain,1991,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.184,0.12,0.258
140,BHR,Bahrain,1991,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.354,0.256,0.453
140,BHR,Bahrain,1991,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.156,0.118,0.203
140,BHR,Bahrain,1991,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.337,0.273,0.4
140,BHR,Bahrain,1992,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.138,0.094,0.203
140,BHR,Bahrain,1992,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.337,0.251,0.425
140,BHR,Bahrain,1992,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.367,0.268,0.468
140,BHR,Bahrain,1992,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.192,0.127,0.264
140,BHR,Bahrain,1992,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.162,0.125,0.209
140,BHR,Bahrain,1992,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.35,0.284,0.414
140,BHR,Bahrain,1993,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.343,0.26,0.432
140,BHR,Bahrain,1993,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.14,0.095,0.201
140,BHR,Bahrain,1993,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.369,0.273,0.467
140,BHR,Bahrain,1993,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.194,0.131,0.267
140,BHR,Bahrain,1993,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.355,0.29,0.417
140,BHR,Bahrain,1993,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.165,0.125,0.212
140,BHR,Bahrain,1994,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.145,0.099,0.203
140,BHR,Bahrain,1994,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.356,0.274,0.443
140,BHR,Bahrain,1994,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.38,0.281,0.476
140,BHR,Bahrain,1994,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.201,0.139,0.274
140,BHR,Bahrain,1994,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.367,0.303,0.428
140,BHR,Bahrain,1994,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.171,0.129,0.217
140,BHR,Bahrain,1995,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.147,0.101,0.206
140,BHR,Bahrain,1995,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.362,0.28,0.449
140,BHR,Bahrain,1995,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.204,0.142,0.277
140,BHR,Bahrain,1995,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.382,0.287,0.475
140,BHR,Bahrain,1995,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.371,0.309,0.435
140,BHR,Bahrain,1995,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.173,0.133,0.22
140,BHR,Bahrain,1996,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.149,0.102,0.206
140,BHR,Bahrain,1996,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.367,0.286,0.454
140,BHR,Bahrain,1996,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.385,0.299,0.476
140,BHR,Bahrain,1996,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.207,0.143,0.279
140,BHR,Bahrain,1996,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.175,0.136,0.221
140,BHR,Bahrain,1996,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.375,0.315,0.437
140,BHR,Bahrain,1997,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.371,0.29,0.455
140,BHR,Bahrain,1997,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.15,0.106,0.205
140,BHR,Bahrain,1997,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.208,0.148,0.278
140,BHR,Bahrain,1997,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.387,0.302,0.476
140,BHR,Bahrain,1997,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.177,0.14,0.22
140,BHR,Bahrain,1997,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.378,0.319,0.439
140,BHR,Bahrain,1998,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.152,0.108,0.202
140,BHR,Bahrain,1998,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.374,0.296,0.453
140,BHR,Bahrain,1998,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.388,0.307,0.474
140,BHR,Bahrain,1998,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.209,0.151,0.273
140,BHR,Bahrain,1998,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.179,0.143,0.22
140,BHR,Bahrain,1998,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.38,0.324,0.439
140,BHR,Bahrain,1999,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.154,0.112,0.199
140,BHR,Bahrain,1999,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.376,0.301,0.454
140,BHR,Bahrain,1999,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.39,0.318,0.467
140,BHR,Bahrain,1999,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.21,0.157,0.271
140,BHR,Bahrain,1999,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.18,0.146,0.217
140,BHR,Bahrain,1999,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.383,0.328,0.437
140,BHR,Bahrain,2000,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.156,0.117,0.199
140,BHR,Bahrain,2000,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.379,0.307,0.454
140,BHR,Bahrain,2000,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.393,0.322,0.465
140,BHR,Bahrain,2000,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.211,0.162,0.265
140,BHR,Bahrain,2000,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.18,0.148,0.215
140,BHR,Bahrain,2000,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.385,0.335,0.438
140,BHR,Bahrain,2001,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.157,0.119,0.198
140,BHR,Bahrain,2001,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.381,0.312,0.455
140,BHR,Bahrain,2001,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.212,0.165,0.261
140,BHR,Bahrain,2001,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.395,0.329,0.462
140,BHR,Bahrain,2001,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.18,0.15,0.212
140,BHR,Bahrain,2001,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.387,0.338,0.436
140,BHR,Bahrain,2002,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.383,0.314,0.454
140,BHR,Bahrain,2002,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.159,0.123,0.199
140,BHR,Bahrain,2002,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.398,0.334,0.461
140,BHR,Bahrain,2002,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.212,0.166,0.26
140,BHR,Bahrain,2002,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.18,0.151,0.209
140,BHR,Bahrain,2002,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.389,0.342,0.437
140,BHR,Bahrain,2003,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.16,0.123,0.202
140,BHR,Bahrain,2003,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.386,0.313,0.456
140,BHR,Bahrain,2003,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.402,0.338,0.467
140,BHR,Bahrain,2003,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.212,0.165,0.262
140,BHR,Bahrain,2003,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.179,0.15,0.211
140,BHR,Bahrain,2003,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.392,0.341,0.44
140,BHR,Bahrain,2004,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.161,0.12,0.208
140,BHR,Bahrain,2004,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.388,0.312,0.461
140,BHR,Bahrain,2004,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.212,0.163,0.266
140,BHR,Bahrain,2004,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.406,0.338,0.475
140,BHR,Bahrain,2004,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.179,0.148,0.215
140,BHR,Bahrain,2004,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.394,0.339,0.443
140,BHR,Bahrain,2005,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.396,0.317,0.469
140,BHR,Bahrain,2005,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.165,0.122,0.216
140,BHR,Bahrain,2005,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.418,0.344,0.494
140,BHR,Bahrain,2005,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.216,0.162,0.277
140,BHR,Bahrain,2005,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.404,0.345,0.456
140,BHR,Bahrain,2005,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.183,0.149,0.221
140,BHR,Bahrain,2006,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.399,0.318,0.478
140,BHR,Bahrain,2006,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.167,0.118,0.222
140,BHR,Bahrain,2006,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.423,0.341,0.501
140,BHR,Bahrain,2006,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.216,0.158,0.281
140,BHR,Bahrain,2006,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.408,0.346,0.462
140,BHR,Bahrain,2006,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.184,0.149,0.225
140,BHR,Bahrain,2007,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.168,0.117,0.228
140,BHR,Bahrain,2007,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.403,0.32,0.484
140,BHR,Bahrain,2007,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.428,0.342,0.51
140,BHR,Bahrain,2007,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.217,0.154,0.29
140,BHR,Bahrain,2007,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.186,0.149,0.23
140,BHR,Bahrain,2007,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.412,0.349,0.469
140,BHR,Bahrain,2008,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.407,0.32,0.491
140,BHR,Bahrain,2008,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.17,0.119,0.23
140,BHR,Bahrain,2008,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.433,0.347,0.523
140,BHR,Bahrain,2008,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.218,0.152,0.293
140,BHR,Bahrain,2008,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.417,0.354,0.478
140,BHR,Bahrain,2008,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.188,0.15,0.233
140,BHR,Bahrain,2009,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.411,0.323,0.501
140,BHR,Bahrain,2009,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.172,0.118,0.235
140,BHR,Bahrain,2009,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.22,0.152,0.301
140,BHR,Bahrain,2009,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.438,0.35,0.534
140,BHR,Bahrain,2009,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.191,0.152,0.237
140,BHR,Bahrain,2009,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.422,0.358,0.485
140,BHR,Bahrain,2010,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.416,0.323,0.506
140,BHR,Bahrain,2010,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.173,0.119,0.238
140,BHR,Bahrain,2010,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.443,0.351,0.54
140,BHR,Bahrain,2010,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.222,0.15,0.306
140,BHR,Bahrain,2010,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.426,0.362,0.494
140,BHR,Bahrain,2010,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.193,0.152,0.241
140,BHR,Bahrain,2011,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.175,0.12,0.241
140,BHR,Bahrain,2011,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.42,0.326,0.512
140,BHR,Bahrain,2011,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.224,0.151,0.309
140,BHR,Bahrain,2011,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.447,0.351,0.549
140,BHR,Bahrain,2011,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.195,0.152,0.243
140,BHR,Bahrain,2011,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.431,0.364,0.5
140,BHR,Bahrain,2012,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.424,0.33,0.514
140,BHR,Bahrain,2012,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.177,0.12,0.246
140,BHR,Bahrain,2012,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.226,0.152,0.316
140,BHR,Bahrain,2012,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.451,0.354,0.556
140,BHR,Bahrain,2012,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.435,0.367,0.505
140,BHR,Bahrain,2012,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.196,0.154,0.246
140,BHR,Bahrain,2013,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.178,0.12,0.246
140,BHR,Bahrain,2013,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.428,0.335,0.525
140,BHR,Bahrain,2013,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.228,0.156,0.315
140,BHR,Bahrain,2013,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.455,0.358,0.563
140,BHR,Bahrain,2013,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.439,0.367,0.508
140,BHR,Bahrain,2013,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.198,0.153,0.249
106,BHS,The Bahamas,1990,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.192,0.135,0.263
106,BHS,The Bahamas,1990,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.148,0.1,0.207
106,BHS,The Bahamas,1990,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.286,0.206,0.379
106,BHS,The Bahamas,1990,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.205,0.133,0.285
106,BHS,The Bahamas,1990,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.238,0.191,0.294
106,BHS,The Bahamas,1990,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.176,0.133,0.223
106,BHS,The Bahamas,1991,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.146,0.098,0.202
106,BHS,The Bahamas,1991,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.19,0.132,0.255
106,BHS,The Bahamas,1991,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.283,0.205,0.375
106,BHS,The Bahamas,1991,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.203,0.132,0.279
106,BHS,The Bahamas,1991,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.235,0.187,0.29
106,BHS,The Bahamas,1991,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.174,0.13,0.219
106,BHS,The Bahamas,1992,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.144,0.096,0.2
106,BHS,The Bahamas,1992,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.187,0.132,0.254
106,BHS,The Bahamas,1992,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.279,0.203,0.369
106,BHS,The Bahamas,1992,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.201,0.13,0.275
106,BHS,The Bahamas,1992,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.232,0.184,0.285
106,BHS,The Bahamas,1992,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.172,0.129,0.217
106,BHS,The Bahamas,1993,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.143,0.097,0.2
106,BHS,The Bahamas,1993,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.185,0.13,0.252
106,BHS,The Bahamas,1993,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.277,0.198,0.365
106,BHS,The Bahamas,1993,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.201,0.133,0.275
106,BHS,The Bahamas,1993,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.231,0.182,0.283
106,BHS,The Bahamas,1993,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.171,0.129,0.22
106,BHS,The Bahamas,1994,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.186,0.13,0.252
106,BHS,The Bahamas,1994,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.143,0.095,0.202
106,BHS,The Bahamas,1994,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.202,0.136,0.281
106,BHS,The Bahamas,1994,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.278,0.197,0.37
106,BHS,The Bahamas,1994,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.232,0.182,0.285
106,BHS,The Bahamas,1994,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.172,0.131,0.223
106,BHS,The Bahamas,1995,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.188,0.132,0.255
106,BHS,The Bahamas,1995,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.145,0.095,0.205
106,BHS,The Bahamas,1995,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.205,0.141,0.286
106,BHS,The Bahamas,1995,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.281,0.199,0.375
106,BHS,The Bahamas,1995,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.234,0.185,0.287
106,BHS,The Bahamas,1995,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.175,0.133,0.224
106,BHS,The Bahamas,1996,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.191,0.134,0.257
106,BHS,The Bahamas,1996,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.146,0.096,0.205
106,BHS,The Bahamas,1996,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.208,0.144,0.287
106,BHS,The Bahamas,1996,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.284,0.201,0.377
106,BHS,The Bahamas,1996,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.177,0.135,0.227
106,BHS,The Bahamas,1996,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.186,0.293
106,BHS,The Bahamas,1997,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.194,0.136,0.26
106,BHS,The Bahamas,1997,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.148,0.098,0.209
106,BHS,The Bahamas,1997,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.212,0.146,0.291
106,BHS,The Bahamas,1997,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.288,0.202,0.38
106,BHS,The Bahamas,1997,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.18,0.136,0.228
106,BHS,The Bahamas,1997,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.241,0.188,0.298
106,BHS,The Bahamas,1998,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.196,0.14,0.263
106,BHS,The Bahamas,1998,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.15,0.1,0.213
106,BHS,The Bahamas,1998,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.214,0.148,0.299
